JUDUL,PENULIS,RATING_AVG,TOTAL_RATINGS,TOTAL_REVIEWS,GENRES,PENERBIT,TAHUN_TERBIT,NAMA_FILE_GAMBAR,warna_h,warna_s,warna_v,warna_r,warna_g,warna_b,warna_kategori,warna_hex_dominan,POPULARITY_SCORE
Fairish,Esti Kinasih,3.71,5038.0,406.0,"Roman, Sastra Indonesia, Novel, Remaja, Fiksi, Contemporary, Indonesian Literature",PT Gramedia Pustaka Utama,2004,2004_PT_Gramedia_Pustaka__Fairish.jpg,96.0,11.0,227.0,217.0,225.0,227.0,Abu-abu/Putih,#d9e1e3,3.878057584937538
"Dia, Tanpa Aku",Esti Kinasih,3.96,4078.0,285.0,"Roman, Sastra Indonesia, Fiksi, Novel, Remaja, Keluarga, Indonesian Literature",PT.  Gramedia Pustaka Utama,2008,"2008_PT.__Gramedia_Pustak_Dia,_Tanpa_Aku.jpg",30.0,1.0,254.0,254.0,254.0,253.0,Abu-abu/Putih,#fefefd,3.882040731007232
Cewek!!!,Esti Kinasih,3.85,2910.0,212.0,"Roman, Sastra Indonesia, Remaja, Fiksi, Novel, Petualangan, Persahabatan, Indonesian Literature",Gramedia Pustaka Utama,2005,2005_Gramedia_Pustaka_Uta_Cewek!!!.jpg,28.0,79.0,241.0,241.0,237.0,166.0,Kuning,#f1eda6,3.880750023580672
Di Balik Jendela,Eunice Sonie,3.67,163.0,52.0,"Thriller, Misteri, Fiksi, Misteri Thriller, Indonesian Literature",Gramedia Pustaka Utama,2023,2023_Gramedia_Pustaka_Uta_Di_Balik_Jendela.jpg,18.0,32.0,249.0,249.0,237.0,218.0,Abu-abu/Putih,#f9edda,3.804927461288824
Pengantin Sepi,Evi Idawati,3.33,3.0,0.0,Indonesian Literature,Moestikawacana,2002,2002_Moestikawacana_Pengantin_Sepi.jpg,18.0,18.0,240.0,240.0,233.0,223.0,Abu-abu/Putih,#f0e9df,3.8753069097275294
Imaji dari Batas Negeri: Antologi Puisi,Evi Idawati,3.75,4.0,0.0,Indonesian Literature,ISAC Book,2008,2008_ISAC_Book_Imaji_dari_Batas_Negeri_Antolo.jpg,20.0,199.0,244.0,244.0,183.0,54.0,Oranye/Cokelat,#f4b736,3.8791762808793546
Berbagi Zikir: Puisi Religi Muslimah,Evi Idawati,4.33,6.0,1.0,Indonesian Literature,Reboeng,2017,2017_Reboeng_Berbagi_Zikir_Puisi_Religi_Mus.jpg,7.0,152.0,153.0,153.0,83.0,62.0,Merah,#99533e,3.890087872541476
9 Kubah,Evi Idawati,4.0,6.0,0.0,"Sastra Indonesia, Indonesian Literature",Isac Book,2013,2013_Isac_Book_9_Kubah.jpg,179.0,164.0,231.0,231.0,82.0,87.0,Merah,#e75257,3.8833816913391046
Puya ke Puya,Faisal Oddang,4.02,456.0,128.0,"Fiksi, Novel, Budaya, Sastra Indonesia, Fiksi Sastra, Indonesian Literature",Kepustakaan Populer Gramedia,2015,2015_Kepustakaan_Populer__Puya_ke_Puya.jpg,15.0,85.0,18.0,18.0,15.0,12.0,Hitam,#120f0c,3.9660361548042538
Lost and Found,Fanny Hartanti,3.26,160.0,47.0,"Roman, Fiksi, Indonesian Literature",Gramedia Pustaka Utama,2017,2017_Gramedia_Pustaka_Uta_Lost_and_Found.jpg,179.0,87.0,70.0,70.0,46.0,47.0,Merah,#462e2f,3.659807333039223
#Reset Indonesia: Gagasan tentang Indonesia baru,Farid Gaban,4.6,102.0,34.0,"Nonfiksi, Jurnalisme, Indonesian Literature",Indonesia Tera,2025,2025_Indonesia_Tera_#Reset_Indonesia_Gagasan_tenta.jpg,39.0,182.0,235.0,183.0,235.0,67.0,Hijau,#b7eb43,4.068417749183056
Karena Kita Tidak Kenal,Farida Susanty,3.73,618.0,87.0,"Sastra Indonesia, Fiksi, Cerita Pendek, Roman, Remaja, Fantasi, Antologi, Indonesian Literature",Grasindo,2013,2013_Grasindo_Karena_Kita_Tidak_Kenal.jpg,11.0,218.0,221.0,221.0,101.0,32.0,Merah,#dd6520,3.778130002058827
Dan Hujan Pun Berhenti,Farida Susanty,3.59,2367.0,319.0,"Sastra Indonesia, Novel, Roman, Fiksi, Remaja, Drama, Persahabatan, Indonesian Literature",Grasindo,2007,2007_Grasindo_Dan_Hujan_Pun_Berhenti.jpg,114.0,182.0,122.0,35.0,52.0,122.0,Biru,#23347a,3.8789646158553497
Chimney,Fathi Muin,3.0,4.0,1.0,Indonesian Literature,At Press,2024,2024_At_Press_Chimney.jpg,28.0,84.0,252.0,252.0,247.0,169.0,Kuning,#fcf7a9,3.8689461018512215
Indonesia dari Pinggir,Fatris MF,4.29,28.0,4.0,"Nonfiksi, Indonesian Literature",Partikular,2023,2023_Partikular_Indonesia_dari_Pinggir.jpg,,,,,,,,,3.917063654429852
Oneira Chruse And Ares Eyes Cube,Febry Reyzky,3.72,36.0,8.0,"Fantasi, Indonesian Literature",Metamind,2015,2015_Metamind_Oneira_Chruse_And_Ares_Eyes_Cu.jpg,115.0,75.0,41.0,29.0,31.0,41.0,Biru,#1d1f29,3.863146639101832
Usaha Membunuh Sepi,Felix K. Nesi,3.76,54.0,13.0,"Sastra Indonesia, Indonesian Literature",Pelangis Sastra Malang,2016,2016_Pelangis_Sastra_Mala_Usaha_Membunuh_Sepi.jpg,17.0,209.0,249.0,249.0,158.0,45.0,Oranye/Cokelat,#f99e2d,3.861932831370345
Orang-Orang Oetimu,Felix K. Nesi,4.18,1392.0,334.0,"Fiksi Historis, Fiksi, Novel, Sastra Indonesia, Dewasa, Sastra, Historis, Indonesian Literature",Marjin Kiri,2019,2019_Marjin_Kiri_Orang-Orang_Oetimu.jpg,150.0,6.0,223.0,223.0,218.0,223.0,Abu-abu/Putih,#dfdadf,3.881992917718762
"Yuk, Berhijab!",Felix Y. Siauw,4.37,1423.0,119.0,"Islam, Nonfiksi, Agama, Sastra Indonesia, Muslimah, Pengembangan Diri, Indonesian Literature",Mizania,2013,"2013_Mizania_Yuk,_Berhijab!.jpg",73.0,23.0,78.0,71.0,78.0,74.0,Abu-abu/Putih,#474e4a,3.882647525815231
GHOST DORMITORY in Hamburg,Fida Aifiya,3.19,21.0,4.0,"Horor, Indonesian Literature",DAR! Mizan,2015,2015_DAR!_Mizan_GHOST_DORMITORY_in_Hamburg.jpg,144.0,128.0,10.0,9.0,5.0,10.0,Hitam,#09050a,3.8341932131115897
Garis Waktu,Fiersa Besari,4.15,3872.0,309.0,"Roman, Fiksi, Novel, Sastra Indonesia, Puisi, Inspiratif, Kumpulan Karya, Indonesian Literature",Media Kita,2016,2016_Media_Kita_Garis_Waktu.jpg,27.0,247.0,240.0,240.0,219.0,8.0,Kuning,#f0db08,3.883724360540191
Arah Langkah,Fiersa Besari,4.13,1188.0,100.0,"Roman, Novel, Sastra Indonesia, Indonesian Literature",Mediakita,2018,2018_Mediakita_Arah_Langkah.jpg,30.0,6.0,248.0,248.0,248.0,242.0,Abu-abu/Putih,#f8f8f2,3.8818206524302177
The Infinite Quest,Fino Y. K.,3.37,63.0,23.0,"Misteri, Thriller, Fiksi, Indonesian Literature",Elex Media Komputindo,2022,2022_Elex_Media_Komputind_The_Infinite_Quest.jpg,75.0,20.0,200.0,184.0,200.0,192.0,Abu-abu/Putih,#b8c8c0,3.789576847034409
Rojak,Fira Basuki,3.21,807.0,79.0,"Sastra Indonesia, Fiksi, Novel, Drama, Chick Lit, Budaya, Roman, Indonesian Literature",Grasindo,2004,2004_Grasindo_Rojak.jpg,7.0,156.0,136.0,136.0,72.0,53.0,Merah,#884835,3.387036209229529
Pintu,Fira Basuki,3.17,1386.0,65.0,"Novel, Sastra Indonesia, Fiksi, Roman, Contemporary, Drama, Sastra, Indonesian Literature",Grasindo,2002,2002_Grasindo_Pintu.jpg,166.0,177.0,232.0,232.0,71.0,145.0,Merah,#e84791,3.8785131588901662
"Ms. B: ""Will U Marry Me?""",Fira Basuki,2.95,384.0,13.0,"Sastra Indonesia, Fiksi, Chick Lit, Novel, Roman, Indonesian Literature",Gramedia Widiasarana Indonesia ,2004,2004_Gramedia_Widiasarana_Ms._B_Will_U_Marry_Me.jpg,45.0,2.0,253.0,252.0,253.0,251.0,Abu-abu/Putih,#fcfdfb,3.34997169605328
"Ms. B: ""Panggil Aku B""",Fira Basuki,2.85,538.0,27.0,"Sastra Indonesia, Novel, Fiksi, Chick Lit, Roman, Indonesian Literature",Gramedia Widiasarana Indonesia,2004,2004_Gramedia_Widiasarana_Ms._B_Panggil_Aku_B.jpg,88.0,34.0,98.0,85.0,98.0,97.0,Abu-abu/Putih,#556261,3.210478627220152
Jendela-Jendela,Fira Basuki,3.17,1655.0,95.0,"Sastra Indonesia, Novel, Fiksi, Roman, Drama, Contemporary, Chick Lit, Indonesian Literature",PT Gramedia Widiasarana Indonesia (Grasindo),2001,2001_PT_Gramedia_Widiasar_Jendela-Jendela.jpg,23.0,27.0,247.0,247.0,241.0,221.0,Abu-abu/Putih,#f7f1dd,3.8785131588901662
BiRU,Fira Basuki,3.3,158.0,91.0,"Fiksi, Sastra Indonesia, Novel, Roman, Contemporary, Chick Lit, Drama, Indonesian Literature",Grasindo,2004,2004_Grasindo_BiRU.jpg,167.0,59.0,69.0,69.0,53.0,60.0,Merah,#45353c,3.878961048640381
BiRU,Fira Basuki,3.3,1458.0,91.0,"Fiksi, Sastra Indonesia, Novel, Roman, Contemporary, Chick Lit, Drama, Indonesian Literature",Grasindo,2004,2004_Grasindo_BiRU.jpg,167.0,59.0,69.0,69.0,53.0,60.0,Merah,#45353c,3.878961048640381
Atap,Fira Basuki,3.2,1357.0,55.0,"Fiksi, Sastra Indonesia, Novel, Roman, Drama, Contemporary, Chick Lit, Indonesian Literature",PT Gramedia Widiasarana Indonesia (Grasindo),2002,2002_PT_Gramedia_Widiasar_Atap.jpg,93.0,200.0,196.0,42.0,181.0,196.0,Biru,#2ab5c4,3.8786165180632928
Alamak!,Fira Basuki,2.95,463.0,26.0,"Fiksi, Sastra Indonesia, Novel, Chick Lit, Cerita Pendek, Indonesian Literature",Grasindo,2005,2005_Grasindo_Alamak!.jpg,11.0,145.0,192.0,192.0,124.0,83.0,Merah,#c07c53,3.307967357085903
Aku... Cantik,Fira Basuki,2.89,9.0,4.0,Indonesian Literature,Kepustakaan Populer Gramedia,2015,2015_Kepustakaan_Populer__Aku..._Cantik.jpg,175.0,220.0,65.0,65.0,9.0,19.0,Merah,#410913,3.8510593273021647
Second Chance,Flara Deviana,3.76,895.0,207.0,"Roman, Fiksi, Chick Lit, Novel, Sastra Indonesia, Buku Audio, Indonesian Literature",Gramedia Pustaka Utama,2020,2020_Gramedia_Pustaka_Uta_Second_Chance.jpg,79.0,64.0,115.0,86.0,115.0,104.0,Hijau,#567368,3.7895448126391136
Phobia,Flazia,4.0,56.0,4.0,Indonesian Literature,Grasindo,2013,2013_Grasindo_Phobia.jpg,109.0,241.0,89.0,5.0,37.0,89.0,Biru,#052559,3.900270657111863
Mr. A vs Ms. B: Insomnia,Flazia,4.02,83.0,13.0,"Roman, Indonesian Literature",Grasindo,2015,2015_Grasindo_Mr._A_vs_Ms._B_Insomnia.jpg,2.0,61.0,84.0,84.0,65.0,64.0,Merah,#544140,3.911963584601399
Mr. A vs Ms. A: Gravitasia,Flazia,4.19,70.0,16.0,"Roman, Indonesian Literature",Grasindo,2016,2016_Grasindo_Mr._A_vs_Ms._A_Gravitasia.jpg,20.0,26.0,245.0,245.0,237.0,220.0,Abu-abu/Putih,#f5eddc,3.941178689959278
Gongka: Cerita-cerita dari Pecinan Jakarta,Frisca Saputra,4.23,217.0,68.0,"Nonfiksi, Cerita Pendek, Sastra Indonesia, Keluarga, Anak-anak, Biografi, Indonesian Literature",Penerbit baNANA,2024,2024_Penerbit_baNANA_Gongka_Cerita-cerita_dari_Peci.jpg,21.0,57.0,245.0,245.0,228.0,190.0,Oranye/Cokelat,#f5e4be,4.030574704924189
Pernah Tenggelam,Fuadh Naim,4.53,421.0,56.0,"Nonfiksi, Pengembangan Diri, Islam, Agama, Indonesian Literature",,2019,2019__Pernah_Tenggelam.jpg,32.0,16.0,235.0,234.0,235.0,220.0,Abu-abu/Putih,#eaebdc,4.265678907944907
Nawung Putri Malu dari Jawa,Galuh Larasati,3.61,33.0,7.0,Indonesian Literature,Galang Pustaka,2013,2013_Galang_Pustaka_Nawung_Putri_Malu_dari_Jawa.jpg,14.0,134.0,38.0,38.0,27.0,18.0,Merah,#261b12,3.853214722631096
Lost in Korea,Gelbo,3.91,23.0,2.0,Indonesian Literature,Gramedia Pustaka Utama,2011,2011_Gramedia_Pustaka_Uta_Lost_in_Korea.jpg,26.0,43.0,244.0,244.0,238.0,203.0,Abu-abu/Putih,#f4eecb,3.88310150317973
Yang Terlupakan dan Dilupakan: Membaca Kembali Sepuluh Penulis Perempuan Indonesia,Giovanni Dessy Austriningrum,4.44,63.0,19.0,"Nonfiksi, Sastra Indonesia, Feminisme, Indonesian Literature",Marjin Kiri,2021,2021_Marjin_Kiri_Yang_Terlupakan_dan_Dilupakan_.jpg,21.0,208.0,247.0,247.0,187.0,46.0,Oranye/Cokelat,#f7bb2e,3.9809466128257514
What It Takes: Southeast Asia,Gita Wirjawan,4.75,176.0,113.0,"Sejarah, Nonfiksi, Politik, Indonesian Literature",Endgame Publishing,2025,2025_Endgame_Publishing_What_It_Takes_Southeast_Asia.jpg,97.0,243.0,193.0,9.0,148.0,193.0,Biru,#0994c1,4.209711863230243
Tentang Desir dan kisah-kisah lainnya,Gladhys Elliona,3.78,92.0,33.0,"Cerita Pendek, Sastra Indonesia, Fiksi, Indonesian Literature",Kepustakaan Populer Gramedia,2019,2019_Kepustakaan_Populer__Tentang_Desir_dan_kisah-kisah_.jpg,20.0,6.0,254.0,254.0,252.0,248.0,Abu-abu/Putih,#fefcf8,3.856599198341956
Tuhan & Hal-Hal yang Tak Selesai,Goenawan Mohamad,3.94,738.0,92.0,"Sastra Indonesia, Nonfiksi, Filsafat, Spiritualitas, Agama, Puisi, Esai, Indonesian Literature",KataKita,2007,2007_KataKita_Tuhan_&_Hal-Hal_yang_Tak_Seles.jpg,75.0,2.0,254.0,252.0,254.0,253.0,Abu-abu/Putih,#fcfefd,3.9233764364739554
Surti + Tiga Sawunggaling: Sebuah Novel,Goenawan Mohamad,3.9,121.0,26.0,"Fiksi, Sastra Indonesia, Indonesian Literature",Gramedia Pustaka Utama,2018,2018_Gramedia_Pustaka_Uta_Surti_+_Tiga_Sawunggaling_Sebu.jpg,50.0,4.0,210.0,208.0,210.0,207.0,Abu-abu/Putih,#d0d2cf,3.886577560921074
"Sajak-sajak Lengkap, 1961-2001",Goenawan Mohamad,4.0,117.0,7.0,"Sastra Indonesia, Puisi, Indonesian Literature",,2001,"2001__Sajak-sajak_Lengkap,_1961-2001.jpg",165.0,6.0,174.0,174.0,170.0,172.0,Abu-abu/Putih,#aeaaac,3.915245401520912
Puisi dan Antipuisi,Goenawan Mohamad,3.68,38.0,7.0,"Sastra Indonesia, Indonesian Literature",Tempo | PT. Grafitipers,2011,2011_Tempo__PT._Grafitipe_Puisi_dan_Antipuisi.jpg,159.0,19.0,223.0,223.0,206.0,218.0,Abu-abu/Putih,#dfceda,3.857627026334211
Fragmen: Sajak-Sajak Baru,Goenawan Mohamad,3.72,167.0,37.0,"Puisi, Sastra Indonesia, Indonesian Literature",Gramedia Pustaka Utama,2016,2016_Gramedia_Pustaka_Uta_Fragmen_Sajak-Sajak_Baru.jpg,99.0,126.0,99.0,50.0,85.0,99.0,Biru,#325563,3.8220459054638254
Don Quixote: Kumpulan Sajak,Goenawan Mohamad,3.86,115.0,19.0,"Puisi, Sastra Indonesia, Indonesian Literature",Tempo | PT. Grafitipers,2011,2011_Tempo__PT._Grafitipe_Don_Quixote_Kumpulan_Sajak.jpg,21.0,108.0,240.0,240.0,209.0,138.0,Oranye/Cokelat,#f0d18a,3.87499924395268
"Amangkurat, Amangkurat: Lakon dalam Empat Belas Adegan",Goenawan Mohamad,3.79,81.0,17.0,"Sastra Indonesia, Drama, Indonesian Literature",Gramedia Pustaka Utama,2017,"2017_Gramedia_Pustaka_Uta_Amangkurat,_Amangkurat_Lakon_d.jpg",91.0,141.0,136.0,61.0,133.0,136.0,Biru,#3d8588,3.861062645152925
70 Puisi,Goenawan Mohamad,3.85,136.0,13.0,"Puisi, Sastra Indonesia, Indonesian Literature",Tempo | PT. Grafitipers,2011,2011_Tempo__PT._Grafitipe_70_Puisi.jpg,21.0,18.0,241.0,241.0,236.0,224.0,Abu-abu/Putih,#f1ece0,3.871060421793935
Perkumpulan Anak Luar Nikah,Grace Tioso,4.75,949.0,309.0,"Fiksi Historis, Fiksi, Sastra Indonesia, Novel, Roman, Historis, Kehidupan Sehari-hari, Indonesian Literature",Noura Publishing,2023,2023_Noura_Publishing_Perkumpulan_Anak_Luar_Nikah.jpg,11.0,101.0,214.0,214.0,161.0,129.0,Merah,#d6a181,4.546996522808699
Bomb Season in Jakarta: A personal account of a turbulent period in Australian diplomacy,Grant Dooley,4.12,75.0,7.0,"Nonfiksi, Australia, Asia, Sejarah, Indonesian Literature",Affirm Press,2025,2025_Affirm_Press_Bomb_Season_in_Jakarta_A_perso.jpg,8.0,186.0,226.0,226.0,105.0,61.0,Merah,#e2693d,3.930181041504106
Kota Ini Kembang Api,Gratiagusti Chananya Rompas,3.66,128.0,30.0,"Puisi, Sastra Indonesia, Indonesian Literature",Gramedia Pustaka Utama,2016,2016_Gramedia_Pustaka_Uta_Kota_Ini_Kembang_Api.jpg,90.0,1.0,253.0,252.0,253.0,253.0,Abu-abu/Putih,#fcfdfd,3.813177817538336
Sejumlah Perkutut Buat Bapak,Gunawan Maryanto,3.64,67.0,13.0,"Puisi, Sastra Indonesia, Indonesian Literature",Penerbit Omahsore,2010,2010_Penerbit_Omahsore_Sejumlah_Perkutut_Buat_Bapak.jpg,8.0,76.0,37.0,37.0,29.0,26.0,Merah,#251d1a,3.8356447561203386
Sakuntala,Gunawan Maryanto,3.61,106.0,28.0,"Puisi, Sastra Indonesia, Indonesian Literature",Gramedia Pustaka Utama,2018,2018_Gramedia_Pustaka_Uta_Sakuntala.jpg,177.0,82.0,31.0,31.0,21.0,22.0,Merah,#1f1516,3.8082946094063774
Tuhan Tidak Makan Ikan dan Cerita Lainnya,Gunawan Tri Atmodjo,3.87,149.0,45.0,"Fiksi, Sastra Indonesia, Indonesian Literature",DIVA Press,2016,2016_DIVA_Press_Tuhan_Tidak_Makan_Ikan_dan_Cer.jpg,179.0,233.0,166.0,166.0,14.0,19.0,Merah,#a60e13,3.877235469179397
Sundari Keranjingan Puisi dan Cerita-cerita Lainnya,Gunawan Tri Atmodjo,3.62,61.0,18.0,"Sastra Indonesia, Fiksi, Indonesian Literature",Marjin Kiri,2015,2015_Marjin_Kiri_Sundari_Keranjingan_Puisi_dan_.jpg,15.0,7.0,228.0,228.0,225.0,222.0,Abu-abu/Putih,#e4e1de,3.835513046018189
Sarekat Bajing Kelon,Gunawan Tri Atmodjo,3.25,4.0,1.0,Indonesian Literature,Diva Press,2024,2024_Diva_Press_Sarekat_Bajing_Kelon.jpg,30.0,1.0,254.0,254.0,254.0,253.0,Abu-abu/Putih,#fefefd,3.872356161527266
Kontroversi Al-Qur'anul Karim Bacaan Mulia,H.B. Jassin,4.0,3.0,2.0,Indonesian Literature,Dinas Kebudayaan Propinsi DKI Jakarta dan PDS H.B. Jassin,2000,2000_Dinas_Kebudayaan_Pro_Kontroversi_Al-Qur'anul_Karim_.jpg,8.0,70.0,232.0,232.0,185.0,168.0,Merah,#e8b9a8,3.882184582952509
Angkatan 66 Prosa dan Puisi,H.B. Jassin,4.19,37.0,4.0,"Sastra Indonesia, Indonesian Literature",Pustaka Jaya,2013,2013_Pustaka_Jaya_Angkatan_66_Prosa_dan_Puisi.jpg,28.0,155.0,239.0,239.0,229.0,94.0,Kuning,#efe55e,3.916010557449412
Pudarnya Pesona Cleopatra,Habiburrahman El-Shirazy,3.69,3606.0,364.0,"Novel, Fiksi, Roman, Sastra Indonesia, Cerita Pendek, Islam, Cinta, Indonesian Literature",Republika,2004,2004_Republika_Pudarnya_Pesona_Cleopatra.jpg,28.0,44.0,245.0,245.0,242.0,203.0,Abu-abu/Putih,#f5f2cb,3.8790023759379664
Ketika Cinta Bertasbih: Episode 2,Habiburrahman El-Shirazy,3.78,5687.0,310.0,"Novel, Fiksi, Roman, Sastra Indonesia, Islam, Agama, Drama, Indonesian Literature",Republika - Basmala,2007,2007_Republika_-_Basmala_Ketika_Cinta_Bertasbih_Episode.jpg,19.0,66.0,136.0,136.0,123.0,101.0,Oranye/Cokelat,#887b65,3.879247049678405
Ketika Cinta Bertasbih: Episode 1,Habiburrahman El-Shirazy,3.75,6885.0,514.0,"Novel, Fiksi, Roman, Sastra Indonesia, Islam, Agama, Drama, Indonesian Literature",Republika,2007,2007_Republika_Ketika_Cinta_Bertasbih_Episode.jpg,2.0,182.0,234.0,234.0,78.0,67.0,Merah,#ea4e43,3.8783012510342783
Gadis Kota Jerash,Habiburrahman El-Shirazy,3.7,228.0,15.0,Indonesian Literature,Lingkar Pena Publishing House,2009,2009_Lingkar_Pena_Publish_Gadis_Kota_Jerash.jpg,21.0,53.0,241.0,241.0,226.0,191.0,Oranye/Cokelat,#f1e2bf,3.801195639183897
Ayat-Ayat Cinta,Habiburrahman El-Shirazy,3.89,15344.0,1.0,"Novel, Fiksi, Roman, Sastra Indonesia, Islam, Agama, Cinta, Indonesian Literature",Republika-Basmala,2007,2007_Republika-Basmala_Ayat-Ayat_Cinta.jpg,20.0,55.0,28.0,28.0,26.0,22.0,Hitam,#1c1a16,3.881408198415352
Hikayat Siti Mariah,Haji Mukti,4.02,46.0,6.0,"Sastra Indonesia, Fiksi, Klasik, Novel, Indonesian Literature",Lentera Dipantara,2003,2003_Lentera_Dipantara_Hikayat_Siti_Mariah.jpg,109.0,91.0,59.0,38.0,46.0,59.0,Biru,#262e3b,3.900040102514155
Tuan Direktur,Hamka,4.21,717.0,153.0,"Novel, Fiksi, Sastra Indonesia, Klasik, Indonesian Literature",Pustaka Dini Sdn Bhd,2010,2010_Pustaka_Dini_Sdn_Bhd_Tuan_Direktur.jpg,11.0,68.0,211.0,211.0,176.0,155.0,Merah,#d3b09b,4.115417087570554
Terusir,Hamka,4.29,1605.0,313.0,"Fiksi, Novel, Klasik, Sastra Indonesia, Buku Audio, Fiksi Sastra, Indonesian Literature",Pustaka Dini,2007,2007_Pustaka_Dini_Terusir.jpg,15.0,16.0,251.0,251.0,243.0,235.0,Abu-abu/Putih,#fbf3eb,3.88237190135356
Merantau ke Deli,Hamka,4.39,1473.0,274.0,"Fiksi, Novel, Roman, Sastra Indonesia, Klasik, Sastra, Indonesian Literature",Pustaka Dini,2002,2002_Pustaka_Dini_Merantau_ke_Deli.jpg,21.0,19.0,250.0,250.0,244.0,231.0,Abu-abu/Putih,#faf4e7,3.882716431930648
Buya Hamka Berbicara tentang Perempuan,Hamka,4.52,826.0,167.0,"Islam, Nonfiksi, Filsafat, Sastra Indonesia, Spiritualitas, Muslimah, Indonesian Literature",Gema Insani Press,2014,2014_Gema_Insani_Press_Buya_Hamka_Berbicara_tentang_P.jpg,9.0,24.0,245.0,245.0,229.0,222.0,Abu-abu/Putih,#f5e5de,4.354259981499996
Seberapa Indie,Hamzah Muhammad,4.13,16.0,4.0,Indonesian Literature,Warning Books,2025,2025_Warning_Books_Seberapa_Indie.jpg,18.0,131.0,187.0,187.0,148.0,91.0,Oranye/Cokelat,#bb945b,3.8940161977653434
Mirah dari Banda,Hanna Rambe,4.09,154.0,42.0,"Fiksi, Sastra Indonesia, Fiksi Historis, Indonesian Literature",Indonesia Tera,2003,2003_Indonesia_Tera_Mirah_dari_Banda.jpg,0.0,0.0,7.0,7.0,7.0,7.0,Hitam,#070707,3.953589270993505
99 Cahaya di Langit Eropa: Perjalanan Menapak Jejak Islam di Eropa,Hanum Salsabiela Rais,4.23,6366.0,646.0,"Novel, Sastra Indonesia, Islam, Perjalanan, Fiksi, Agama, Petualangan, Indonesian Literature",Gramedia Pustaka Utama,2011,2011_Gramedia_Pustaka_Uta_99_Cahaya_di_Langit_Eropa_Perj.jpg,82.0,220.0,176.0,24.0,176.0,137.0,Hijau,#18b089,3.888055696419545
"Halo Ibu, Aku Kangen: Komik Kasih untuk Ibu",Hari Prast,3.79,33.0,3.0,"Komik, Indonesian Literature",Penerbit Octopus Garden,2015,"2015_Penerbit_Octopus_Gar_Halo_Ibu,_Aku_Kangen_Komik_Kas.jpg",120.0,59.0,13.0,10.0,10.0,13.0,Hitam,#0a0a0d,3.871647616347155
Si Padang: Kumpulan Cerpen,Harris Effendi Thahar,3.73,73.0,10.0,Indonesian Literature,Penerbit Buku KOMPAS,2003,2003_Penerbit_Buku_KOMPAS_Si_Padang_Kumpulan_Cerpen.jpg,157.0,41.0,216.0,216.0,181.0,208.0,Abu-abu/Putih,#d8b5d0,3.850540909228077
Rumah Ibu,Harris Effendi Thahar,3.5,10.0,5.0,Indonesian Literature,Penerbit Buku Kompas,2021,2021_Penerbit_Buku_Kompas_Rumah_Ibu.jpg,0.0,255.0,2.0,2.0,0.0,0.0,Hitam,#020000,3.868232061379685
Anjing Bagus,Harris Effendi Thahar,3.18,22.0,4.0,Indonesian Literature,KOMPAS,2005,2005_KOMPAS_Anjing_Bagus.jpg,179.0,192.0,167.0,167.0,41.0,47.0,Merah,#a7292f,3.831416688732115
Sakura Wish,Harumi Kawaii,3.51,156.0,25.0,"Roman, Sastra Indonesia, Indonesian Literature",Zettu,2012,2012_Zettu_Sakura_Wish.jpg,1.0,55.0,222.0,222.0,176.0,174.0,Merah,#deb0ae,3.7509903298548473
Rixa 01,Haryadhi,4.1,41.0,10.0,"Novel Grafis, Fiksi Ilmiah, Komik, Sastra Indonesia, Indonesian Literature",m&c1,2016,2016_m&c1_Rixa_01.jpg,102.0,5.0,251.0,246.0,249.0,251.0,Abu-abu/Putih,#f6f9fb,3.908155774013234
"Menyentuh Jantung Bahasa, Meraih Hati Puisi",Hasan Aspahani,3.0,1.0,0.0,Indonesian Literature,Penerbit JBS,2018,"2018_Penerbit_JBS_Menyentuh_Jantung_Bahasa,_Mera.jpg",0.0,0.0,252.0,252.0,252.0,252.0,Abu-abu/Putih,#fcfcfc,3.877927456909115
Apa yang Kita Dapatkan dari Puisi,Hasan Aspahani,4.0,2.0,1.0,Indonesian Literature,Penerbit JBS,2023,2023_Penerbit_JBS_Apa_yang_Kita_Dapatkan_dari_Pu.jpg,16.0,125.0,222.0,222.0,172.0,113.0,Oranye/Cokelat,#deac71,3.881780066499127
Leiden 2020-1920,Hasbunallah Haris,3.9,39.0,16.0,"Fiksi Historis, Novel, Petualangan, Indonesian Literature",Gramedia Pustaka Utama,2025,2025_Gramedia_Pustaka_Uta_Leiden_2020-1920.jpg,0.0,0.0,254.0,254.0,254.0,254.0,Abu-abu/Putih,#fefefe,3.883224506832813
Takdir: Gundala The Official Movie Adaptation,Hasmi,3.8,87.0,27.0,"Sastra Indonesia, Fantasi, Komik, Fiksi, Indonesian Literature",M&C! dan Bumilangit,2019,2019_M&C!_dan_Bumilangit_Takdir_Gundala_The_Official_Mo.jpg,136.0,195.0,47.0,30.0,11.0,47.0,Ungu/Merah Muda,#1e0b2f,3.862241712605636
"Dreams, Spelled in Poetry",Helena Natasha,3.97,118.0,17.0,"Puisi, Indonesian Literature",POP Publisher,2021,"2021_POP_Publisher_Dreams,_Spelled_in_Poetry.jpg",24.0,65.0,234.0,234.0,222.0,174.0,Oranye/Cokelat,#eadeae,3.906761066587773
